rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,title,author,book_image,amazon_product_url,week,nyt_list
1,0,1,9781250278203,St. Martin's,"Harry Booth, a master thief, breaks things off with Miranda when a dangerous contact might harm her.",NIGHTWORK,NORA ROBERTS,https://storage.googleapis.com/du-prd/books/images/9781250278197.jpg,https://www.amazon.com/dp/1250278198?tag=NYTBSREV-20,2022-06-12,Combined Print & E-Book Fiction
8,0,1,9780593419687,Putnam,The 19th book in the NUMA Files series. A search for lost treasure puts Kurt Austin and Joe Zavala in the middle of a cyber-war.,CLIVE CUSSLER'S DARK VECTOR,GRAHAM BROWN,https://storage.googleapis.com/du-prd/books/images/9780593419670.jpg,https://www.amazon.com/dp/0593419677?tag=NYTBSREV-20,2022-06-12,Combined Print & E-Book Fiction
14,0,1,9780374604783,MCD,Questions arise when Ariel Pryce’s new husband goes missing.,TWO NIGHTS IN LISBON,CHRIS PAVONE,https://storage.googleapis.com/du-prd/books/images/9780374604769.jpg,https://www.amazon.com/dp/0374604762?tag=NYTBSREV-20,2022-06-12,Combined Print & E-Book Fiction
1,0,1,9781982181659,Atria/Emily Bestler,The fifth book in the Terminal List series. James Reece goes after the killer of a Mossad operative attached to the C.I.A.,IN THE BLOOD,JACK CARR,https://storage.googleapis.com/du-prd/books/images/9781982181659.jpg,https://www.amazon.com/dp/1982181656?tag=NYTBSREV-20,2022-06-05,Combined Print & E-Book Fiction
3,0,1,9780593526033,Philomel,"Inspiring teenagers to be their bravest, boldest and truest selves.",RISING TROUBLEMAKER,LUVVIE AJAYI JONES,https://storage.googleapis.com/du-prd/books/images/9780593526033.jpg,https://www.amazon.com/dp/0593526031?tag=NYTBSREV-20,2022-06-05,Young Adult Hardcover
5,0,2,9781536225266,Walker,,ALL OUR HIDDEN GIFTS,CAROLINE O'DONOGHUE,https://storage.googleapis.com/du-prd/books/images/9781536225266.jpg,https://www.amazon.com/dp/1536225266?tag=NYTBSREV-20,2022-06-05,Young Adult Paperback Monthly
6,0,1,9781665901925,Simon & Schuster,Barrett and Miles get stuck in a time loop reliving their first day of college classes.,SEE YOU YESTERDAY,RACHEL LYNN SOLOMON,https://storage.googleapis.com/du-prd/books/images/9781665901925.jpg,https://www.amazon.com/dp/1665901926?tag=NYTBSREV-20,2022-06-05,Young Adult Hardcover
8,0,1,9781368064644,Disney-Hyperion,A member of a world-famous K-pop group keeps a childhood promise.,ONCE UPON A K-PROM,KAT CHO,https://storage.googleapis.com/du-prd/books/images/9781368064644.jpg,https://www.amazon.com/dp/1368064647?tag=NYTBSREV-20,2022-06-05,Young Adult Hardcover
9,0,1,9780525539001,Riverhead,A 40-year-old woman finds new meaning in past events when she goes back in time and relives her 16th birthday in 1996.,THIS TIME TOMORROW,EMMA STRAUB,https://storage.googleapis.com/du-prd/books/images/9780525539001.jpg,https://www.amazon.com/dp/052553900X?tag=NYTBSREV-20,2022-06-05,Combined Print & E-Book Fiction
11,0,1,9781982173425,Gallery,Lily and Leo must decide how much they will risk in pursuit of love and treasure in the red rock canyons of Utah.,SOMETHING WILDER,CHRISTINA LAUREN,https://storage.googleapis.com/du-prd/books/images/9781982173401.jpg,https://www.amazon.com/dp/1982173408?tag=NYTBSREV-20,2022-06-05,Combined Print & E-Book Fiction
4,0,1,9781501133596,Atria,A wedding between Ruby Danhauser and her pandemic boyfriend at a family beach house in Cape Cod brings to light family secrets.,THE SUMMER PLACE,JENNIFER WEINER,https://storage.googleapis.com/du-prd/books/images/9781501133572.jpg,https://www.amazon.com/dp/1501133578?tag=NYTBSREV-20,2022-05-29,Combined Print & E-Book Fiction
11,0,1,9780385544832,Doubleday,"In 1964, a violent kidnapping disrupts a honeymoon holiday in Tanzania for a Hollywood star and her friends.",THE LIONESS,CHRIS BOHJALIAN,https://storage.googleapis.com/du-prd/books/images/9780385544825.jpg,https://www.amazon.com/dp/0385544820?tag=NYTBSREV-20,2022-05-29,Combined Print & E-Book Fiction
1,0,1,9781250244451,Wednesday,Chloe Green seeks answers about the disappearance of Shara Wheeler.,I KISSED SHARA WHEELER,CASEY MCQUISTON,https://storage.googleapis.com/du-prd/books/images/9781250244451.jpg,https://www.amazon.com/dp/1250244455?tag=NYTBSREV-20,2022-05-22,Young Adult Hardcover
1,0,1,9780593334836,Berkley,"While on vacation in North Carolina, a literary agent keeps running into an editor.",BOOK LOVERS,EMILY HENRY,https://storage.googleapis.com/du-prd/books/images/9780593334836.jpg,https://www.amazon.com/dp/0593334833?tag=NYTBSREV-20,2022-05-22,Combined Print & E-Book Fiction
2,0,1,9780593485859,Delacorte,This prequel to “We Were Liars” focuses on Cady's mother and aunts as teenagers in 1987.,FAMILY OF LIARS,E LOCKHART,https://storage.googleapis.com/du-prd/books/images/9780593485859.jpg,https://www.amazon.com/dp/0593485858?tag=NYTBSREV-20,2022-05-22,Young Adult Hardcover
2,0,1,9780316499385,"Little, Brown",The 22nd book in the Women’s Murder Club series. Lindsay Boxer returns as word gets around about a shipment of drugs and weapons.,22 SECONDS,JAMES PATTERSON AND MAXINE PAETRO,https://storage.googleapis.com/du-prd/books/images/9780316499378.jpg,https://www.amazon.com/dp/0316499374?tag=NYTBSREV-20,2022-05-22,Combined Print & E-Book Fiction
4,0,1,9781368071345,Disney,A sequel to the Disney movie “Brave.”,BRAVELY,MAGGIE STIEFVATER,https://storage.googleapis.com/du-prd/books/images/9781368071345.jpg,https://www.amazon.com/dp/1368071341?tag=NYTBSREV-20,2022-05-22,Young Adult Hardcover
7,0,1,9781250812193,Tor,"A bartender working at a Berkshires dive bar deals with doppelgängers, billionaires and magicians seeking a vast and terrible power.",BOOK OF NIGHT,HOLLY BLACK,https://storage.googleapis.com/du-prd/books/images/9781250812193.jpg,https://www.amazon.com/dp/1250812194?tag=NYTBSREV-20,2022-05-22,Combined Print & E-Book Fiction
8,0,1,9780593644836,Delacorte,Two high schoolers team up to investigate a classmate’s death.,THE AGATHAS,KATHLEEN GLASGOW AND LIZ LAWSON,https://storage.googleapis.com/du-prd/books/images/9780593644836.jpg,https://www.amazon.com/dp/0593431111?tag=NYTBSREV-20,2022-05-22,Young Adult Hardcover
8,0,1,9781250278364,St. Martin's,A widow starring in a beach house renovation reality show gets caught up in competing love interests and an old missing persons case.,THE HOMEWRECKERS,MARY KAY ANDREWS,https://storage.googleapis.com/du-prd/books/images/9781250278364.jpg,https://www.amazon.com/dp/1250278368?tag=NYTBSREV-20,2022-05-22,Combined Print & E-Book Fiction
13,0,1,9781728242590,Sourcebooks Landmark,Honey Lovett takes over her mother’s packhorse library route and delivers books to remote areas of Appalachia.,THE BOOK WOMAN'S DAUGHTER,KIM MICHELE RICHARDSON,https://storage.googleapis.com/du-prd/books/images/9781728242590.jpg,https://www.amazon.com/dp/1728242592?tag=NYTBSREV-20,2022-05-22,Combined Print & E-Book Fiction
3,0,1,9780062851185,Morrow,Two rival crime families that control all of New England start a war against each other.,CITY ON FIRE,DON WINSLOW,https://storage.googleapis.com/du-prd/books/images/9780062851192.jpg,https://www.amazon.com/dp/0062851195?tag=NYTBSREV-20,2022-05-15,Combined Print & E-Book Fiction
7,0,1,9780593439128,Berkley,The seventh book in the Shadow Riders series. Elie Archambault decides to marry a woman he has never met.,SHADOW FIRE,CHRISTINE FEEHAN,https://storage.googleapis.com/du-prd/books/images/9780593439128.jpg,https://www.amazon.com/dp/0593439120?tag=NYTBSREV-20,2022-05-15,Combined Print & E-Book Fiction
8,0,1,9780593183328,Dutton,"The matriarch of the Cabrelli family, who is near the end of her life, shares her mother’s love story with her family.",THE GOOD LEFT UNDONE,ADRIANA TRIGIANI,https://storage.googleapis.com/du-prd/books/images/9780593183328.jpg,https://www.amazon.com/dp/0593183320?tag=NYTBSREV-20,2022-05-15,Combined Print & E-Book Fiction
1,0,1,9780691194073,Princeton University,A grand tour of the observable universe.,WELCOME TO THE UNIVERSE IN 3D,NEIL DEGRASSE TYSON ET AL,https://storage.googleapis.com/du-prd/books/images/9780691194073.jpg,https://www.amazon.com/dp/0691194076?tag=NYTBSREV-20,2022-05-08,Young Adult Hardcover
1,0,1,9781538719787,Grand Central,"The third book in the Archer series. Archer, Dash and Callahan search for a missing screenwriter who had a dead body turn up in her home.",DREAM TOWN,DAVID BALDACCI,https://storage.googleapis.com/du-prd/books/images/9781538719770.jpg,https://www.amazon.com/dp/1538719770?tag=NYTBSREV-20,2022-05-08,Combined Print & E-Book Fiction
2,0,1,9781984821645,Delacorte,A supermodel deals with the effects of a terror attack at an airport in Brussels on her life and appearance.,BEAUTIFUL,DANIELLE STEEL,https://storage.googleapis.com/du-prd/books/images/9781984821645.jpg,https://www.amazon.com/dp/1984821644?tag=NYTBSREV-20,2022-05-08,Combined Print & E-Book Fiction
6,0,1,9780062893048,Morrow,The 16th book in the Sigma Force series. An unknown force is putting people in a catatonic state in a village in the Congo.,KINGDOM OF BONES,JAMES ROLLINS,https://storage.googleapis.com/du-prd/books/images/9780062892980.jpg,https://www.amazon.com/dp/0062892983?tag=NYTBSREV-20,2022-05-08,Combined Print & E-Book Fiction
8,0,1,9781538709818,Grand Central,Detective Walter O’Brien is obsessed with an escape artist who bludgeoned her kidnapper and avoided police custody.,DEATH OF THE BLACK WIDOW,JAMES PATTERSON AND JD BARKER,https://storage.googleapis.com/du-prd/books/images/9781538753095.jpg,https://www.amazon.com/dp/153875309X?tag=NYTBSREV-20,2022-05-08,Combined Print & E-Book Fiction
13,0,1,9781538704370,Forever,A city doctor must choose between her family’s wishes of becoming a world-renowned surgeon or having a life with a ridiculously hot carpenter.,PART OF YOUR WORLD,AB JIMENEZ,https://storage.googleapis.com/du-prd/books/images/9781538704370.jpg,https://www.amazon.com/dp/1538704374?tag=NYTBSREV-20,2022-05-08,Combined Print & E-Book Fiction
1,0,1,9780593328699,Putnam,"Letty Davenport, the adopted daughter of Lucas Davenport, looks into oil thefts in Texas.",THE INVESTIGATOR,JOHN SANDFORD,https://storage.googleapis.com/du-prd/books/images/9780593328682.jpg,https://www.amazon.com/dp/059332868X?tag=NYTBSREV-20,2022-05-01,Combined Print & E-Book Fiction
6,0,5,9781728236414,Sourcebooks Fire,,MY DEAREST DARKEST,KAYLA COTTINGHAM,https://storage.googleapis.com/du-prd/books/images/9781728236414.jpg,https://www.amazon.com/dp/172823641X?tag=NYTBSREV-20,2022-05-01,Young Adult Paperback Monthly
7,0,1,9780062908384,Harper,Chee seeks to solve a mystery that eluded Leaphorn decades ago while Manuelito gets into a life-threatening situation.,THE SACRED BRIDGE,ANNE HILLERMAN,https://storage.googleapis.com/du-prd/books/images/9780062908360.jpg,https://www.amazon.com/dp/0062908367?tag=NYTBSREV-20,2022-05-01,Combined Print & E-Book Fiction
9,0,7,9781728231891,Sourcebooks Fire,,LOCK THE DOORS,VINCENT RALPH,https://storage.googleapis.com/du-prd/books/images/9781728231891.jpg,https://www.amazon.com/dp/1728231892?tag=NYTBSREV-20,2022-05-01,Young Adult Paperback Monthly
3,0,1,9780593321447,Knopf,A detective investigating in the wilderness discovers that his actions might affect the timeline of the universe.,SEA OF TRANQUILITY,EMILY ST JOHN MANDEL,https://storage.googleapis.com/du-prd/books/images/9780593321447.jpg,https://www.amazon.com/dp/0593321448?tag=NYTBSREV-20,2022-04-24,Combined Print & E-Book Fiction
4,0,1,9781534493797,Simon & Schuster,"Two young women, Alex and Molly, attend the University of Pittsburgh with the intention of reinventing themselves.",SHE GETS THE GIRL,RACHAEL LIPPINCOTT AND ALYSON DERRICK,https://storage.googleapis.com/du-prd/books/images/9781534493797.jpg,https://www.amazon.com/dp/1534493794?tag=NYTBSREV-20,2022-04-24,Young Adult Hardcover
5,0,1,9780593404515,Razorbill,"Two sisters apply and get jobs at the legendary Hotel Magnifique, which changes locations daily, only to find that they are trapped.",HOTEL MAGNIFIQUE,EMILY J TAYLOR,https://storage.googleapis.com/du-prd/books/images/9780593404515.jpg,https://www.amazon.com/dp/0593404513?tag=NYTBSREV-20,2022-04-24,Young Adult Hardcover
8,0,1,9781982180010,Gallery,"The 20th book in the Black Dagger Brotherhood series. As Balthazar and Erika come together, an old enemy is reborn.",LOVER ARISEN,JR WARD,https://storage.googleapis.com/du-prd/books/images/9781982180010.jpg,https://www.amazon.com/dp/1982179996?tag=NYTBSREV-20,2022-04-24,Combined Print & E-Book Fiction
13,0,1,9781476716763,Scribner,"In a follow-up to “A Visit From the Goon Squad,” a new technology gives the potential to save and share every memory one has ever had.",THE CANDY HOUSE,JENNIFER EGAN,https://storage.googleapis.com/du-prd/books/images/9781476716763.jpg,https://www.amazon.com/dp/1476716765?tag=NYTBSREV-20,2022-04-24,Combined Print & E-Book Fiction
1,0,1,9781250872111,Feiwel & Friends,"In an attempt to save her sister's life, Ning takes part in a cutthroat magical competition.",A MAGIC STEEPED IN POISON,JUDY I LIN,https://storage.googleapis.com/du-prd/books/images/9781250872111.jpg,https://www.amazon.com/dp/1250767083?tag=NYTBSREV-20,2022-04-17,Young Adult Hardcover
3,0,1,9781534496866,Margaret K. McElderry,A new king must find a spouse before his 18th birthday in order to stay alive.,SO THIS IS EVER AFTER,FT LUKENS,https://storage.googleapis.com/du-prd/books/images/9781534496866.jpg,https://www.amazon.com/dp/1534496866?tag=NYTBSREV-20,2022-04-17,Young Adult Hardcover
6,0,1,9780525539681,Putnam,A brush with members of a drug-trafficking organization ushers a suburban family to go into the witness protection program.,WHAT HAPPENED TO THE BENNETTS,LISA SCOTTOLINE,https://storage.googleapis.com/du-prd/books/images/9780525539674.jpg,https://www.amazon.com/dp/0525539670?tag=NYTBSREV-20,2022-04-17,Combined Print & E-Book Fiction
9,0,1,9780062943514,Morrow,"In 1937 Ukraine, a history student transforms into a hunter of Nazis known as Lady Death and is sent to America on a goodwill tour.",THE DIAMOND EYE,KATE QUINN,https://storage.googleapis.com/du-prd/books/images/9780062943514.jpg,https://www.amazon.com/dp/0062943510?tag=NYTBSREV-20,2022-04-17,Combined Print & E-Book Fiction
3,0,1,9781982154943,Atria,"When her family’s home is threatened, Gabriela Rose goes with her ex-husband to seek lost treasure in the jungles of Peru.",THE RECOVERY AGENT,JANET EVANOVICH,https://storage.googleapis.com/du-prd/books/images/9781982154912.jpg,https://www.amazon.com/dp/1982154918?tag=NYTBSREV-20,2022-04-10,Combined Print & E-Book Fiction
6,0,1,9780593331767,Putnam,The 61st book in the Stone Barrington series. Transporting secret cargo sends Stone on an adventure on both sides of the Atlantic.,A SAFE HOUSE,STUART WOODS,https://storage.googleapis.com/du-prd/books/images/9780593331750.jpg,https://www.amazon.com/dp/0593331753?tag=NYTBSREV-20,2022-04-10,Combined Print & E-Book Fiction
8,0,1,9780063142282,Harper,The 17th book in the Maisie Dobbs series. Dobbs works to uncover a plot that jeopardizes the safety of Eleanor Roosevelt.,A SUNLIT WEAPON,JACQUELINE WINSPEAR,https://storage.googleapis.com/du-prd/books/images/9780063142268.jpg,https://www.amazon.com/dp/0063142260?tag=NYTBSREV-20,2022-04-10,Combined Print & E-Book Fiction
9,0,1,9780593321102,Knopf,The ups and downs of a Baltimore family from the 1950s to the pandemic present.,FRENCH BRAID,ANNE TYLER,https://storage.googleapis.com/du-prd/books/images/9780593321096.jpg,https://www.amazon.com/dp/059332109X?tag=NYTBSREV-20,2022-04-10,Combined Print & E-Book Fiction
1,0,1,9781538748336,Grand Central,The second book in the Wilde series. Questions surface when Wilde connects with family members who have been out of his life.,THE MATCH,HARLAN COBEN,https://storage.googleapis.com/du-prd/books/images/9781538748282.jpg,https://www.amazon.com/dp/1538748282?tag=NYTBSREV-20,2022-04-03,Combined Print & E-Book Fiction
3,0,11,9780593125014,Delacorte,,THE FEAR,NATASHA PRESTON,https://storage.googleapis.com/du-prd/books/images/9780593125014.jpg,https://www.amazon.com/dp/0593125010?tag=NYTBSREV-20,2022-04-03,Young Adult Paperback Monthly
9,0,1,9780802159410,Atlantic Monthly,The 31st book in the Commissario Guido Brunetti series. A favor for a family friend leads to an investigation of a venerable Italian institution.,GIVE UNTO OTHERS,DONNA LEON,https://storage.googleapis.com/du-prd/books/images/9780802159410.jpg,https://www.amazon.com/dp/0802159400?tag=NYTBSREV-20,2022-04-03,Combined Print & E-Book Fiction
10,0,1,9780765389138,Tor,"To break away from a Covid-19 stricken New York City, a food delivery driver takes a job to help save a group of endangered animals living on another planet.",THE KAIJU PRESERVATION SOCIETY,JOHN SCALZI,https://storage.googleapis.com/du-prd/books/images/9780765389138.jpg,https://www.amazon.com/dp/0765389126?tag=NYTBSREV-20,2022-04-03,Combined Print & E-Book Fiction
1,0,1,9780759554344,"Little, Brown",A singer-songwriter goes to Nashville seeking stardom but is followed by her dark past.,"RUN, ROSE, RUN",DOLLY PARTON AND JAMES PATTERSON,https://storage.googleapis.com/du-prd/books/images/9780759554344.jpg,https://www.amazon.com/dp/075955434X?tag=NYTBSREV-20,2022-03-27,Combined Print & E-Book Fiction
2,0,1,9780593331279,Putnam,"The 22nd book in the Joe Pickett series. A fishing guide’s murder, stolen falcons and a Nazi official’s photo album heighten the danger.",SHADOWS REEL,CJ BOX,https://storage.googleapis.com/du-prd/books/images/9780593331262.jpg,https://www.amazon.com/dp/0593331265?tag=NYTBSREV-20,2022-03-27,Combined Print & E-Book Fiction
4,0,1,9781984821713,Delacorte,A new assistant seeks to shake things up at a boutique literary and talent agency where damaging secrets have been kept hidden.,HIGH STAKES,DANIELLE STEEL,https://storage.googleapis.com/du-prd/books/images/9781984821713.jpg,https://www.amazon.com/dp/1984821717?tag=NYTBSREV-20,2022-03-27,Combined Print & E-Book Fiction
8,0,1,9781250273208,St. Martin's,An infidelity forces Marissa and Matthew to seek help from an unlicensed therapist who uses unorthodox methods.,THE GOLDEN COUPLE,GREER HENDRICKS AND SARAH PEKKANEN,https://storage.googleapis.com/du-prd/books/images/9781250273208.jpg,https://www.amazon.com/dp/125027320X?tag=NYTBSREV-20,2022-03-27,Combined Print & E-Book Fiction
9,0,1,9781250623652,Wednesday,Weston and Margaret team up to hunt an ancient beast known as the hala.,A FAR WILDER MAGIC,ALLISON SAFT,https://storage.googleapis.com/du-prd/books/images/9781250623652.jpg,https://www.amazon.com/dp/1250623650?tag=NYTBSREV-20,2022-03-27,Young Adult Hardcover
9,0,1,9780062892423,Morrow,The second book in the Escape Artist series. Zig stumbles upon a hidden group that threatens America's safety and security.,THE LIGHTNING ROD,BRAD MELTZER,https://storage.googleapis.com/du-prd/books/images/9780062892409.jpg,https://www.amazon.com/dp/0062892401?tag=NYTBSREV-20,2022-03-27,Combined Print & E-Book Fiction
1,0,1,9780062835772,Greenwillow,Olivia uncovers long-buried family secrets after arriving at Gallant.,GALLANT,VE SCHWAB,https://storage.googleapis.com/du-prd/books/images/9780062835772.jpg,https://www.amazon.com/dp/0062835777?tag=NYTBSREV-20,2022-03-20,Young Adult Hardcover
1,0,1,9780063045699,Avon,"Hannah Bellinger begins to fall for her roommate, who is a fisherman and a notorious ladies’ man.","HOOK, LINE, AND SINKER",TESSA BAILEY,https://storage.googleapis.com/du-prd/books/images/9780063045699.jpg,https://www.amazon.com/dp/0063045699?tag=NYTBSREV-20,2022-03-20,Combined Print & E-Book Fiction
3,0,1,9781338840292,Scholastic,"Georgia, a British teenager, works on accepting her aro-ace identity.",LOVELESS,ALICE OSEMAN,https://storage.googleapis.com/du-prd/books/images/9781338840292.jpg,https://www.amazon.com/dp/133875193X?tag=NYTBSREV-20,2022-03-20,Young Adult Hardcover
4,0,1,9780593202340,Razorbill,Salahudin and Noor confront the complicated realities of life as Pakistani-Americans in California.,ALL MY RAGE,SABAA TAHIR,https://storage.googleapis.com/du-prd/books/images/9780593202340.jpg,https://www.amazon.com/dp/0593202341?tag=NYTBSREV-20,2022-03-20,Young Adult Hardcover
6,0,1,9780593439098,Berkley,The 18th book in the GhostWalker series. Jonas must convince Camellia to not run away from him.,PHANTOM GAME,CHRISTINE FEEHAN,https://storage.googleapis.com/du-prd/books/images/9780593439098.jpg,https://www.amazon.com/dp/0593439082?tag=NYTBSREV-20,2022-03-20,Combined Print & E-Book Fiction
8,0,1,9781982166793,Atria,"During a summer trip in Italy, Katy’s late mother reappears as a 30-year-old woman.",ONE ITALIAN SUMMER,REBECCA SERLE,https://storage.googleapis.com/du-prd/books/images/9781982166793.jpg,https://www.amazon.com/dp/1982166797?tag=NYTBSREV-20,2022-03-20,Combined Print & E-Book Fiction
14,0,1,9781250854513,Tor,Atlas Blakely recruits six candidates to fight for five spots in a secret society of magical academicians.,THE ATLAS SIX,OLIVIE BLAKE,https://storage.googleapis.com/du-prd/books/images/9781250854513.jpg,https://www.amazon.com/dp/1250854512?tag=NYTBSREV-20,2022-03-20,Combined Print & E-Book Fiction
15,0,1,9780062997425,Harper,"Off the English coast, the body count rises at a celebrity members’ club.",THE CLUB,ELLERY LLOYD,https://storage.googleapis.com/du-prd/books/images/9780062997425.jpg,https://www.amazon.com/dp/0062997424?tag=NYTBSREV-20,2022-03-20,Combined Print & E-Book Fiction
1,0,1,9780063003057,Morrow,Jess has suspicions about her half-brother’s neighbors when he goes missing.,THE PARIS APARTMENT,LUCY FOLEY,https://storage.googleapis.com/du-prd/books/images/9780063003057.jpg,https://www.amazon.com/dp/0063003058?tag=NYTBSREV-20,2022-03-13,Combined Print & E-Book Fiction
2,0,1,9781250780867,Feiwel & Friends,A reimagining of the Korean folktale “The Tale of Shim Cheong.”,THE GIRL WHO FELL BENEATH THE SEA,AXIE OH,https://storage.googleapis.com/du-prd/books/images/9781250780867.jpg,https://www.amazon.com/dp/1250780861?tag=NYTBSREV-20,2022-03-13,Young Adult Hardcover
6,0,1,9780063010079,Morrow,The 25th book in the J.P. Beaumont series. Beaumont tracks a missing person in wintertime Alaska.,NOTHING TO LOSE,JA JANCE,https://storage.googleapis.com/du-prd/books/images/9780063010062.jpg,https://www.amazon.com/dp/0063010062?tag=NYTBSREV-20,2022-03-13,Combined Print & E-Book Fiction
11,0,1,9781496736109,Kensington Cozies,The 28th book in the Hannah Swensen mystery series. A TV show host turns up dead at a fishing competition.,CARAMEL PECAN ROLL MURDER,JOANNE FLUKE,https://storage.googleapis.com/du-prd/books/images/9781496736086.jpg,https://www.amazon.com/dp/1496736087?tag=NYTBSREV-20,2022-03-13,Combined Print & E-Book Fiction
1,0,1,9781635574074,Bloomsbury,The second book in the Crescent City series. Bryce Quinlan and Hunt Athalar must choose to fight or stay silent.,HOUSE OF SKY AND BREATH,SARAH J MAAS,https://storage.googleapis.com/du-prd/books/images/9781635574074.jpg,https://www.amazon.com/dp/1635574072?tag=NYTBSREV-20,2022-03-06,Combined Print & E-Book Fiction
3,0,1,9781538736739,Grand Central,"When two murder victims are found in Roswell, the archaeologist Nora Kelly and F.B.I. agent Corrie Swanson go back into action.",DIABLO MESA,DOUGLAS PRESTON AND LINCOLN CHILD,https://storage.googleapis.com/du-prd/books/images/9781538736753.jpg,https://www.amazon.com/dp/1538736756?tag=NYTBSREV-20,2022-03-06,Combined Print & E-Book Fiction
4,0,1,9780593099001,Berkley,The 11th book in the Gray Man series. Court Gentry’s work on a C.I.A. action team comes back to life.,SIERRA SIX,MARK GREANEY,https://storage.googleapis.com/du-prd/books/images/9780593098998.jpg,https://www.amazon.com/dp/0593098994?tag=NYTBSREV-20,2022-03-06,Combined Print & E-Book Fiction
1,0,1,9781250278227,St. Martin's,The 54th book of the In Death series. Eve Dallas investigates a homicide and the disappearance of other women who resemble that victim.,ABANDONED IN DEATH,JD ROBB,https://storage.googleapis.com/du-prd/books/images/9781250278210.jpg,https://www.amazon.com/dp/125027821X?tag=NYTBSREV-20,2022-02-27,Combined Print & E-Book Fiction
3,0,1,9780525618591,Ballantine,The 37th book in the Alex Delaware series. Delaware and Sturgis investigate a double homicide.,CITY OF THE DEAD,JONATHAN KELLERMAN,https://storage.googleapis.com/du-prd/books/images/9780525618584.jpg,https://www.amazon.com/dp/0525618589?tag=NYTBSREV-20,2022-02-27,Combined Print & E-Book Fiction
8,0,1,9781538703533,Grand Central,"An N.Y.P.D. detective, a hedge fund chief executive and a psychology professor are wrapped up in the disappearance of a college student.",STEAL,JAMES PATTERSON AND HOWARD ROUGHAN,https://storage.googleapis.com/du-prd/books/images/9781538703533.jpg,https://www.amazon.com/dp/1538703548?tag=NYTBSREV-20,2022-02-27,Combined Print & E-Book Fiction
12,0,1,9781250252319,Minotaur,The seventh book in the Orphan X series. Evan Smoak must get inside the fortress of a cartel leader.,DARK HORSE,GREGG HURWITZ,https://storage.googleapis.com/du-prd/books/images/9781250252319.jpg,https://www.amazon.com/dp/125025230X?tag=NYTBSREV-20,2022-02-27,Combined Print & E-Book Fiction
13,0,1,9781668002520,Atria,Catalina’s insufferable colleague Aaron agrees to be her fake date to her sister’s wedding.,THE SPANISH LOVE DECEPTION,ELENA ARMAS,https://storage.googleapis.com/du-prd/books/images/9781668002520.jpg,https://www.amazon.com/dp/1668002523?tag=NYTBSREV-20,2022-02-27,Combined Print & E-Book Fiction
1,0,1,9781984836038,Philomel,"In 1989, Cristian Florescu is an informant for the secret police in communist Romania.",I MUST BETRAY YOU,RUTA SEPETYS,https://storage.googleapis.com/du-prd/books/images/9781984836038.jpg,https://www.amazon.com/dp/198483603X?tag=NYTBSREV-20,2022-02-20,Young Adult Hardcover
3,0,1,9780062972446,HarperCollins,A tale inspired by the Persian epic poem the Shahnameh.,THIS WOVEN KINGDOM,TAHEREH MAFI,https://storage.googleapis.com/du-prd/books/images/9780062972446.jpg,https://www.amazon.com/dp/0062972448?tag=NYTBSREV-20,2022-02-20,Young Adult Hardcover
8,0,1,9780374312718,"Farrar, Straus & Giroux","George M. Johnson recalls feeling like an outsider among other children, growing up Black and gay.",ALL BOYS AREN'T BLUE,GEORGE M JOHNSON,https://storage.googleapis.com/du-prd/books/images/9780374312718.jpg,https://www.amazon.com/dp/0374312710?tag=NYTBSREV-20,2022-02-20,Young Adult Hardcover
8,0,1,9780593358337,Ballantine,Eleanor Bennett’s inheritance for her two children challenges what they knew about their lineage and identity.,BLACK CAKE,CHARMAINE WILKERSON,https://storage.googleapis.com/du-prd/books/images/9780593358337.jpg,https://www.amazon.com/dp/0593358333?tag=NYTBSREV-20,2022-02-20,Combined Print & E-Book Fiction
11,0,1,9781250274618,St. Martin's,Miss Nan O’Dea becomes the mistress of Agatha Christie’s husband.,THE CHRISTIE AFFAIR,NINA DE GRAMONT,https://storage.googleapis.com/du-prd/books/images/9781250274618.jpg,https://www.amazon.com/dp/1250274613?tag=NYTBSREV-20,2022-02-20,Combined Print & E-Book Fiction
4,0,1,9780593437377,Berkley,"The seventh book in the Torpedo Ink series. Seychelle is committed to Savage, who is a sadist in the bedroom.",SAVAGE ROAD,CHRISTINE FEEHAN,https://storage.googleapis.com/du-prd/books/images/9780593437377.jpg,https://www.amazon.com/dp/0593437373?tag=NYTBSREV-20,2022-02-13,Combined Print & E-Book Fiction
10,0,1,9780593184028,Dutton,An English model stumbles upon messages that might uncover the truth behind a decades-old murder in the Frick family.,THE MAGNOLIA PALACE,FIONA DAVIS,https://storage.googleapis.com/du-prd/books/images/9780593184011.jpg,https://www.amazon.com/dp/0593184017?tag=NYTBSREV-20,2022-02-13,Combined Print & E-Book Fiction
12,0,1,9780593496206,Ballantine,A woman whose life spans 100 years recounts personal and historical events through letters to someone she loves.,VIOLETA,ISABEL ALLENDE,https://storage.googleapis.com/du-prd/books/images/9780593496206.jpg,https://www.amazon.com/dp/0593496205?tag=NYTBSREV-20,2022-02-13,Combined Print & E-Book Fiction
1,0,1,9781250774156,Wednesday,Hazel and Jack work together to solve a mystery in 19th-century Edinburgh.,ANATOMY,DANA SCHWARTZ,https://storage.googleapis.com/du-prd/books/images/9781250774156.jpg,https://www.amazon.com/dp/1250774152?tag=NYTBSREV-20,2022-02-06,Young Adult Hardcover
